case,title,source,link,query,date,xlm_score
SVB,Analysis: Why Silicon Valley Bank and Signature Bank failed so fast - PBS,PBS,https://news.google.com/rss/articles/CBMimgFBVV95cUxQcE1BRW13Yms1N3duUlRYclF0QW9laVpDV0pZckFHb01oLWFqMFBxVXpjNFNxN2g2UVFvOEQwZG5uQVdSbzJxSVpOOWQzN3c4QjRxU2duRDktRjBJdEpLOFdNV3VJVEdKTVB6YTZoMDR2MUo0TVBHOWVEZ1hzQXJxSEhnWVRiMHUwVC1nTTdDZWVVbGJnOXF1UEhn0gGfAUFVX3lxTE0zT3Y2NEluYWNPdzg2bDZVMDFLTDBmMTZZVkQyZkxqYWhPbVpyUEtUQmlTMmlqT3hTX3FkcXZJdjZUUmFXc2ZZOWJ5blVDNlh6cDZLTEt2ZldMQmI0bUxSNTN1YzN2QjZOSEtJY2RGdzBfZ29GTVR3UEZMUFRkVU1wQkRjR3BZNkN1X1FKb24xR3lpV2lpaUZsV1RFUGoydw?oc=5,"""Silicon Valley Bank"" banking system",2023-03-14,-0.8379967212677002
SVB,Did Silicon Valley Bank Prioritize Social Justice Over Risk Management? - The Heritage Foundation,The Heritage Foundation,https://news.google.com/rss/articles/CBMitgFBVV95cUxNUlh4emlvSmpiaXV1NkpSS3VCcGJDTkw5bFR0cHpmM1lxU0JxRlFTc2NmU3hwWjJMcjlVSDU5LXF3YTZPbU1CRWQwU0tXSFZlZEFRWFc0TWtLWjhBMDJMWGg4U0tvT2V6dldDaHY4dWQxY0VjRWN4bkR5cjlSeUFXRDdiTGdjV3lDLTd0MTZZUDVtUC1SSGxnZWZDZUE2cFJ2LU5oYnIydWl6a3hTVDV1ZWRYcFNMUQ?oc=5,"""Silicon Valley Bank"" banking system",2023-03-14,0.0
SVB,How Washington Decided to Rescue Silicon Valley Bank’s Depositors (Published 2023) - The New York Times,The New York Times,https://news.google.com/rss/articles/CBMijgFBVV95cUxOd0FUQkFuSG1fNkdxRGotLVdjaF9FOHhQTnRFR3ExUVAtS095VG5hOXFwaVoyUzJvczJIeHg4SV91dG5HQ25uMzJKQWFKY281bl9GcVdqWWZDenNZY2pSd0x3TEZhYXBpR2FKY3gzTUl1Q2YzZFo3bFdpR19oclFnSElkek1LOUtnUlNqVldR?oc=5,"""Silicon Valley Bank"" banking system",2023-03-14,0.0
SVB,"Top Fed official says banking system is ""resilient"" after Silicon Valley Bank failure - Axios",Axios,https://news.google.com/rss/articles/CBMid0FVX3lxTE1DbnY0MkdQUDQ4eDJnYjZWUENsckFVYXZGZE9ld20tcWFIRHVRZlg4dnRnRWh5S0Y1QVg1cDdZUW1FcEFPRENaa1JXWS1maU1GaGQxakk5N2dkb2x5WHBVY0xWVURtVmVKZ21tZ0xteGJuMGpYdm5F?oc=5,"""Silicon Valley Bank"" banking system",2023-03-14,0.0
SVB,The Collapse Of Silicon Valley Bank - kpbs.org,kpbs.org,https://news.google.com/rss/articles/CBMihwFBVV95cUxPSlpycFRjeGxuOFZucnZyZ0ZMZnpKaG9Iek9FMG9yb0Zxdm16VXkzczdmSVNhZGp1M1VBdXFGLTV5M0FkR1VPd0hKdDJaMkg4YnE0Q2ZBVHdRNVhPTEhOSVo1YV85QXZyNkNVbmpXZlpxM2wyUnpGS2RSeHoyeUFZV0dlclcwQlE?oc=5,"""Silicon Valley Bank"" banking system",2023-03-14,-0.7177345752716064
SVB,A timeline of the Silicon Valley Bank collapse - ABC News,ABC News,https://news.google.com/rss/articles/CBMikAFBVV95cUxPN05BREI4VlpBckRCcnFNQXZ4NmtDYTVyY1JENm56YUFiNE9CVGNCd2NrRXJKOTY0NjNnRk0yYndBclVvNXdIVWpsRVdnUno1YmVUNzJvQ3dLYzFFRzYzOGczUjlaWS1tMXV5d2h6a09FMV9XQ0MzZElsR0FZZnl3clR0b1FiaHBuRFVONnB1akfSAZYBQVVfeXFMTk9qcEY5Uk9odjh0MDR4V01MYzFtQXFHNWozVXF0MW1JcVlPZU95MGVJOW5Fb0ZCZWZoWjFuQlc1RGhiNFFCdGpLOElhb1VDa21JcXp3ZzVlM3JXR1paUXg1cjdRNmVGc0xiTjBzZGRZUG1qUmhvb2ZId25kbGpaR2xZZjc5NE5FQVE3djVPaEU2WTVuOGhR?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,-0.5725017189979553
SVB,Inside the Collapse of Silicon Valley Bank (Published 2023) - The New York Times,The New York Times,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNRUFwQ3lDTUxSMFlwcnByaWJUZk9lOVkzdzdUcGQ1dVJKeEp3SGt2OHZoeFR5S3U2ZUQtSnlhLVVuWUxWVjlabTVERENrbHU0SnF1WVVpdXNOTDU2TlI5djFCOWYyWHlWWVhYX0JEZU1VSWFZd0ZUeDZFa1V1dXNkUERSdkFscE5SSmhn?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,-0.5433757305145264
SVB,The Collapse Of Silicon Valley Bank : Planet Money - NPR,NPR,https://news.google.com/rss/articles/CBMilwFBVV95cUxNY2wwaFNhQnBEbFZjNExyeERqQjlZYnQ3SXNXSTczQTBadExXaWpwSDFodjdMQlY1OVBMa0ZaNG1oeEl0MzZNd0hJTmNudF85bzNNaTJHQzdUUUY4Y2R1QnQwUkpnd3V5QXQwbnNQRXhqX21UTGFZUFJUdmE5TXJTazZjRGZ0MC1PVlJqcTNoN2h2WUMwM284?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,-0.7363594770431519
SVB,Silicon Valley Bank: How a digital bank run accelerated the collapse - ABC News,ABC News,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQN0dvRjgxYUd6N3VIR2lkSkx6c1V0eUNYMkR5NmsyNmtLeE81ak01ekQ2U05URV9UMC1mYjNaQ1p3ajRrbzlZNk9LN01WR29mWGZGV2tDOFdORHJDYmRRQnRib2s4N0NjUzhoUE9UUkV0UjJTVWs3SDEyTU5SYzFidDBqY1ZiZndlQS1jYkdQaDYya2JPdXJDSVFKbzhKYnNwUG9mYXkxQnNGdTjSAbABQVVfeXFMUGYyMXdLTTFSRHhoczBuZld0dDFQU0g2TWVNbDhrdlhIMWFwYk5VQThQbXRfUTB3MUV6TENpaVNIV0ptdFBCOWtRY0ZZM1Zmcng0QlVmQWJJalF6bC1VZi1WMFhEUkFxdHUxMGxXRnhVeFpPMjkzN1lFRWZfUXI5QVpoa0oySlo5Yk9nMGtxUTc0dVFnVTZOcFJsb1pDVmFTcUFLQkVDTTQ4S1NVdE42V1I?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,-0.7135236859321594
SVB,Silicon Valley Bank collapse: What you need to know now - Reuters,Reuters,https://news.google.com/rss/articles/CBMiogFBVV95cUxQcXlZcUVXeVR6WktYc1N0b1l4Nnl2czVTWGsyR1pldTFVUW1MTlo5T0ZNZXNCNndPdi1aUVVZY0Q0WjUxd0syMHEwU296ZmZjMDNxbHFVd0JEZ2RQNFd5cEZKM2F3TDFzRzU5X0dEcTNIWTB4eEtfMUc4ZHBsV3AxWUd0R01qQmphTHA5Vk5nN0dhTEh3U3FqXzZndFlnalEyT2c?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,-0.5461344122886658
SVB,Why did Silicon Valley Bank fail and is a financial crisis next? - Al Jazeera,Al Jazeera,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQSDU2T1hFTEZTeEpPZkx2T3dtUURja0JfVm8tNUk2ckdMOHJwQTBCNm0zVkRLMEt2MWliQTBXYi1ZVVhsXzJEZ1laWEswd0NON0hVZlp1cGlpZ0xuelBrcV9RYzJyWE92cU5UeXZSbXRvMGlMakF6NVd0dzJTTGtOMkVjZDlOLW1Xd0V1Z0I5TlJhMHZGVHNjTDVaVnJxR2NTV2dLWGlsS09oMmfSAbABQVVfeXFMUGxjUzdfRVNSMmJZM1Q2ZVZ5NDF2Z2pLUFdzS1F2MVl0b2FIYk5wZ3l4YXZ4RjFpdTFHNzBmSHNXSWl6bVluRE1KUHZDY215enhoOWlmb2QxVWprci1jLVUzSkFWMG5mWGEtb2VKa0owMmQ1SmZnQkJiZTI1RDNLa2hyTVlZWHNHWi1wVGhaaUU5UWpQeXktRGZacmQ1ckVCNl82VHU5Q0Z3NV9XX0JSbWY?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,-0.860145628452301
SVB,Silicon Valley Bank’s collapse differs from our last financial crisis - missouriindependent.com,missouriindependent.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxQQ21vVW1laHRGNTh1SHdtUHhKdWloZnJWZmMxTFA3UnV5TkM2Ri1PcmdaR2E1YXJsazNPcHZIbzZFUFVZSGZjNjhMd1RPc1VMQTF2WWRBNW9qRmR4WVdNamVPUVhsRXFxZl9pNkh2aFVTaERuZXNVQWl6M1Z5aWxaNGhoMmNkblVlYjhPUmxqaEQxcHlwaWVkak9mWXA1dGljSlUxU3FVVG5Sd2RRNWhSWVJR?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,-0.6601496338844299
SVB,What the Silicon Valley Bank collapse means for science start-ups - Nature,Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBRUUFZWFh3bUFyRldQY3dEQ3V3cXV0aHZCOTM3TE1VNFR4Rm1ENGZzS1BJNXlKT0VfUWhveEZnZVdEUzhOVm9DcFJTeVphczFQNnZqSGJUVzJqcDd2a09F?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,-0.4991849958896637
SVB,SVB collapse was driven by ‘the first Twitter-fueled bank run’ - CNN,CNN,https://news.google.com/rss/articles/CBMiZEFVX3lxTE15eWlqOVZrdVB0LUFTazVLcUVCWTIzMm9kVkkyR1hLWkFZX21HNVF2YUN6cEVXaFgzS290emsyMmg3ZFg3OUJ5MlZWQnc3TnM4ZjdiTnNRcTRtR1lBcU9ScHlzYks?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,-0.7916091680526733
SVB,"WSJ News Exclusive | Justice Department, SEC Investigating Silicon Valley Bank’s Collapse - The Wall Street Journal",The Wall Street Journal,https://news.google.com/rss/articles/CBMirANBVV95cUxOUkU2UHJmYXF4czNPYkprNWdOUjFCdU1TVzV6aHF4SHBXVURRaWJNUHR6TGVOR0VfcW1BT3htQ3Y1ZkdJT29ZX0JiajdPVWluT3F6LVIybDBHT0RERDR2WXZSVzZnQWZoRm9VY21tT1VISG9FOHg1QTBUbjN4YTVVUzluaDBEbFJFQm1IWU5PcXUyTVBJQ3NYWW5ZTXVMYTZLLUROTlVkd0ZNSlViUlR1aFFlRVhnLUhWZGFLY09Oc19RLUc0UHFHOU1GbE12NVpoZWdkSGJySExUbm1oWXR4cVlfZTN2ZXBTQWlEOU1TUDNCUUNtUnV0TFVLVU81cEpsWTFiWjFzS0ZmVEtPaXQ4YUttZVpteTU2OHQwVkZXR0lBWFNvamlvSnhsMjdfNTdUTzVLN2paeGViN2pqdTNBbkNsMWJ2LTJhbVppc1l4YWhuU0lBME1DWDdWM1RxTE5HWC1QUXcyVHQ4aEpIVk1xLVE2TFNQNEY0MldHbi16OFFnSUR0aUZyQWtmU1gyV25vWC1UX0g1aDVOUXB6WG9hYWJ4Y1E4eEVOYlZnNQ?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,0.0
SVB,U.S. Is Said to Open Investigation Into Silicon Valley Bank Collapse (Published 2023) - The New York Times,The New York Times,https://news.google.com/rss/articles/CBMiigFBVV95cUxQQnVzbWlRNnVsRzI4V3JRZlpUeHNNY2JqYlR4T2tRVGFFamtDdW1uWVRiZHJVOVZXUUZKdnpDcmZvbFhsS3ZKRUxoLUdMekZxUjFiMHh6dmN5eHY5T2NJZ2xSV2ZMWU5raHRwTWZhTHFGUjNVMEVWanVxeFhUM2REWkh2cFFaeTJ0T1E?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,0.0
SVB,Lessons from the Silicon Valley Bank Collapse - Knowledge at Wharton,Knowledge at Wharton,https://news.google.com/rss/articles/CBMisgFBVV95cUxQazZjQVVmZXI3VnhPakZ3UkVwanYzaHByUDBWdmVRWk1zcTY4OVFUaUtYdkVwd0pqZGVqY09LRWNYZTZuQVNUaURGWGdjWUs0a1lybUU1T0pyV2tiSlNIQTIzam5hVEI1QjFDS1RSRnVXT1lhck94aXdpSVVZQ0pEbi0yS1lQVEdGekZkbHVwekpjOUFNd2Fyb1U0dDdjbjl1UEFETHh5TlZ3MndzR1JONXZn?oc=5,"""Silicon Valley Bank"" collapse",2023-03-14,0.0
SVB,"SVB Deposits Saved, But Is It A Bailout? - Global Finance Magazine",Global Finance Magazine,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBOaEJKRVZ1R2xka0lud3lVdE9zUkVSWURPVDZ0UHJmV0tyWWxTdlpWd21uVHFzdlA4NW9ZbWdyYjIwVzZsZnZBOC1RMnpQUUIya21wTUpmMDEtT2dBaEJtRENLdndtUQ?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,0.0
SVB,Opinion | How Bad Was the Silicon Valley Bank Bailout? (Published 2023) - The New York Times,The New York Times,https://news.google.com/rss/articles/CBMigAFBVV95cUxNM0l6eWdDVW10dG9DLURNQkpUTFVOS3BjbENCcFVkSExkMGRUemEzekFTZzFXU3lrTlFUZE1JYVNmc3dUQ0VIQk5JT0ZfLWJGLUVBNFppMy1CTmQ3emY3TVlpbHVjaEZvRnJrbVRfWlZiYkVuM3QxTGVlNURUa09Ccw?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,-0.7312253713607788
SVB,"Cheering Silicon Valley Bank Bailout, Gavin Newsom Doesn’t Mention He’s a Client - The Intercept",The Intercept,https://news.google.com/rss/articles/CBMitAFBVV95cUxPMXkyUmJNblFFdVFUSWxPR1I0VFlHQ0hIczlBQ25mbWtrSEgxUDdEWnkzYlNDRGNfVk5FYXVOdU5ER3hMNnVzRVhJemtEMUt6cG9mTEhXd0JvTzBwZm9FUldxVGNtQjVPTG56RXJvUHhEZmJsbzljZUJZcnlObUEyOFhhSTdVcG1YcTNtMDhERGtiZmk4MzdFaTJoOVNlYWxmYU1PZ25FbS1CRjdLVVBKZkdzUkw?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,-0.632159948348999
SVB,Lessons from the Silicon Valley Bank bailout - Read Max,Read Max,https://news.google.com/rss/articles/CBMidkFVX3lxTE5nTFc0dzhkeENka1VJQ2p1WGY5WDBLODk0SU9XN3NaekktXzM2bU9PaE83QjFBVnJDbFZsVkJpS1JVLXRpckhkc25iNVYwbGNPYmVKa053bG1WbnpHWGExd2ZvSE15Rk1xZmhFeVQtNXM2c3lCbnc?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,0.0
SVB,Opinion | How to Make This the Last Banking Bailout (Published 2023) - The New York Times,The New York Times,https://news.google.com/rss/articles/CBMickFVX3lxTFBvZHd6UW1Dc2FaeHB3UzNNTEpROUVIQjJMNG5GeFNqUnZ5U0pTODFpdDJBMXRQejI3VURCYWpvbkhXRV9vSlRrS1JOWXI0dy1Gd3M2cDYzZlRUMXZvX0dWdVN2UC0ycC1yQTJQSS12cktWUQ?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,0.0
SVB,Ken Griffin says SVB depositors should not have been bailed out: ‘It would have been a great lesson in moral hazard’ - Fortune,Fortune,https://news.google.com/rss/articles/CBMikgFBVV95cUxQLVMwbzFqa1N4N2k3RWxGY3d5cWhVeWVDZE1XUDQydlFoYlIyZjZaSjFaU1gtTWdlLXd4aEdaTzViVHZhM2VCVFBSaWhXT1FHY3FMTTFORzdNekpSVjdFRFZwaE5KbHMwU3NxcUFIb0MxYW4tYW1HWEdFNUJMaXVmaXdOcTd2TDcxX2JZallHSS1aZw?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,-0.5358045101165771
SVB,What Does the Silicon Valley Bank Collapse Mean For The Economy? - ABC News,ABC News,https://news.google.com/rss/articles/CBMiekFVX3lxTE5hV3dpLUxVWnd2YVlxbVF2d1gyTlRhS3poSFN1Q2RpSnlNQ2tlem5IZXRKSXp1WENVdDdsLUhudVNudENoSGR2WEMtX0RZbnZQTTNoLXg2TkdPcFc2dVJxaUxYa3htaUpHSjV0ei1aQ3k4SU1qbmN3SHNn?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,0.0
SVB,ROKU Relieved by Silicon Valley Bank Bailout Amid Losses - Yahoo Finance,Yahoo Finance,https://news.google.com/rss/articles/CBMihgFBVV95cUxQN2otTjZkN2NaNTIzR2ljYVUzajZSRjZsZWdESVdVTFU0TVI4aE5HMzJCR0lQQ1FlX0lHb291NkQ0ZFdSWnJxMW9lUW1jQTNkUnR5Z29wT3p0S1o5aGpkYWpKVnRSbGcxRHIxc3c2RWMwTHBxaDZ4VnRUbV9GTXowMEdJYWIwdw?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,-0.6215578317642212
SVB,How Washington came to rescue US banks - AP News,AP News,https://news.google.com/rss/articles/CBMiowFBVV95cUxNT3ZJWnRycENMTG5JOFN2THNlTVUxMS13b3dmZ2UwYk54TmNNZVQxMENKVUFOYWxubV9mV1pWdDh6N3d5R2lnM3FyUEp1R0NsaFBJR0JOR0JfQm42WFlodEJicjdYQjZXVlpGUEVJQ2U0TnROak14T0pvN0lvXzB0TDlvdWE2M2tfNTR1Z2Z1VWt4RF9BMS1FS3I5bHNBeUVGdW5n?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,0.0
SVB,This Bank Panic Should Not Exist - Vanity Fair,Vanity Fair,https://news.google.com/rss/articles/CBMijwFBVV95cUxPUnktTFZzNFNPdHJkTk1Ma3lkYWF4NE1xU2M0UldnYWpJWTJrVTFuc0xTUGF2QnlxUzBsUEFIcXphcWdKTzk4c1NlRUVTUWxjZ1oydFlhOFVqMEgwLTBuLWNUcjVjcld5TXhkSW5tWFRCMFdBaUlERzl5dWxLSnhDRmEyTVlOTWhEOFhJcnRZRQ?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,-0.8560621738433838
SVB,Silicon Valley’s Titans Are Realizing a Lot of People Really Don’t Like Them - The New Republic,The New Republic,https://news.google.com/rss/articles/CBMiggFBVV95cUxNcV81QWp6RlM0YWYya0gtSlRtenk3Q2JYVHlpY1FUbTFNamZPdGs5OUZtVS1wNHFYWjV0ZGdraklFWXRkVDRWT2FBRVlpQkV3YXBjZ0dxdEZHM3dNU2tfQkVrNVphaHE5dFR3Nnl0SGVLYkN4SWhJMUo0ODg2TGNjRVh3?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,-0.669910192489624
SVB,SVB Took the Wrong Risks - Bloomberg,Bloomberg,https://news.google.com/rss/articles/CBMihAFBVV95cUxNTWg4SS00U0huY19BSjhEc2pLU3hZb01IN1MyQzI5V1FXMTk1cVFVRGJpRlJIMnBCV05TNzE0dEpVOGhqcnJ4c0JyRmNNLVlNa0NHa2V1YXhkWmt4aVU0dDh4WnUzX2xqbnRGQUtueDMzbkxodnFOTmxzQU80T2lhbVBfVkc?oc=5,"""Silicon Valley Bank"" bailout",2023-03-14,-0.681209921836853
SVB,"The Silicon Valley Bank Collapse, Contagion, and Containment - FintechNewsSG",FintechNewsSG,https://news.google.com/rss/articles/CBMinAFBVV95cUxPbWozUU5uT0w2QlJUdHJReURXNlNVNHZMb3hsRjh5bjlGZTZqeENpT3RNWFVoZ29BT1M1SUN3UThrSE9BSkFUMjJzZDlYandqVUcyMlBPSUpqQzFPOEtNZVNZX0Mxc0FRYmFkUkdjWEJfaFFDMXptQk9aTjBmQjFyVWtCdHA4VVY1Rk91dmJXSy1UZVNERzFZbVlseTk?oc=5,"""Silicon Valley Bank"" failure contagion",2023-03-14,-0.676281750202179
SVB,What Silicon Valley Bank's collapse means for Europeans - dw.com,dw.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxPQkJJLWkwWG1UUFNyS2xKY2lQVG5iR0Rja0p4Q2pwckpHSHNjQW5nQVV5bjIwb0VObUVCOEJ2UzNiNDNicTNuS2xoNGo4RHBBRUNyVFQyU2VadExxWEtOQV9MeFJxSkg1azcxSTRfSFdQcE5KVWx2OUdERHkyUDJmRFdzbV9Kd096a241bmVuXzJVSVJHVkHSAZYBQVVfeXFMT2RnSEdBRVJqc2ROYjE0aFRsc1dJUWZIOThfeW5oaXJGaGpLWGFESlRIbm05RWR1ckt4NWhxZGtIUm9LOFNkdTFTWGh5dWR5TnNtT0RIbW5fcnFjUFRrRW04aDV1U1FSMUZ0MkhITnA0bmhkUGNkY0hrZlNNMFROUExHOXJ6UUhMQWF3ODhHUkhvejJqc3NB?oc=5,"""Silicon Valley Bank"" failure contagion",2023-03-14,-0.6550553441047668
SVB,The crypto ‘contagion’ that helped bring down SVB - politico.eu,politico.eu,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPREtJcWkyVkhHVVJ6THpQTkVKUFBVekoxR2NuX2p0TmdHMndDWlc4UFJ0RGppZnI1STFXVk95TDdTTTFKWFpmWjJEdnVsc3hzN2RtZ196OUZGYjVfTnZ6aXNPbXlqUE1xaHdZOHRNRVVSTFV3WjB5WDRzVTlnejh0Z2k2MGx5ZGY1Zlg4?oc=5,"""Silicon Valley Bank"" failure contagion",2023-03-14,-0.6257494688034058
SVB,‘Big Short’ investor Michael Burry says no ‘true danger’ of contagion from Silicon Valley Bank collapse - Fortune,Fortune,https://news.google.com/rss/articles/CBMiugFBVV95cUxQa05DSU5VUWVpMENSYi1xLXJfaV9kV2lBX0VPRjdIOFZZRjBldXlVd2xodXBzVnc1dDZOUHNEdTkxM3BzNnQwMnhtVl8wOGo4YnJ3c0QtYXRnWlRJRjF5RmFMU0tETjE1em4ybnFxLVpfQ240eWtoaE9qdVhxWWN3WjRJMWNFVWxQaWhRSzZpdDVJUW5tTkR6Z3RiNWtEbDdZLUlSRm4wTC1kc05rQ0xyTUd6bHlGaGhCdGc?oc=5,"""Silicon Valley Bank"" failure contagion",2023-03-14,-0.562293529510498
SVB,Justice Department opens probe into Silicon Valley Bank after its sudden collapse - NPR,NPR,https://news.google.com/rss/articles/CBMivwFBVV95cUxNckx2T2ZjSTgxdjlHcEtnZW1LSzdtbkdEbHNFWmxsNkdrSUtaaHNmNUtnUzY4Smh1R2ZOdjRhZjdaTXVqdjBVWklyd3NaZHo1cFZLdng1TVlZYnpNWUlDNHlCNWZsN3piY1F0a2lFMmZMaGEyOWp3OThNNW1BdEtuRzBLUENBN216ZkRVMDQ0dUgwd1NLOExlOU90MnBoRDBLU25EdTUzWmpOY1ZCTV9CY0lMQlowUWY5dnRqRGNYdw?oc=5,"""Silicon Valley Bank"" collapse after:2023-03-06 before:2023-03-16",2023-03-14,-0.6380406618118286
SVB,"Silicon Valley Bank investors sue collapsed firm’s CEO, CFO - Banking Dive",Banking Dive,https://news.google.com/rss/articles/CBMitgFBVV95cUxQcE1nczVVWkYwYUR5d1h6cEU4dGU2WWRKdW5wdVNHZlJ3WDVNbm9GdVlRemtCUG9yYmVOVHJucm15clBrRkZxMUp6QzlZZzJsN1NUSDNabEZnd2JQTUhvSGx4S2thWklkN2gtaHltd2NPSkpKeHJhUDNCRVlpaTZhT2NhOWUxdElYUWtyQmp2S0FLWnlJaHZzZ1pqS1RXdDE0N2xYSkZZTk9PMXZuaURHSnNQQ01oZw?oc=5,"""Silicon Valley Bank"" collapse after:2023-03-06 before:2023-03-16",2023-03-14,-0.6696157455444336
SVB,Silicon Valley Bank collapsed. Northeastern experts explain how this affects banking for startups and entrepreneurs - Northeastern Global News,Northeastern Global News,https://news.google.com/rss/articles/CBMiigFBVV95cUxNWnNLTGtSc18xTHFJYklyZUpyZGhEX3MyOU5obU1QbUlnY2dPQkRtdnhMSlhTQ204WlBxSTZMZVFNbjFlVVBIVFduZEY4RGVfTms5Njd4OWtKQW9fdEZ1WW51blhCVTBwTkNxMWJMNzU5V0YzNXFJeXB3Q1BNY2hXeFd4cVpWNE1pTXc?oc=5,"""Silicon Valley Bank"" collapse after:2023-03-06 before:2023-03-16",2023-03-14,-0.7396309971809387
SVB,"7 key questions about Silicon Valley Bank’s collapse, answered - latimes.com",latimes.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxOV1dZTmszbHJTcVZwSDRXM004Vl9MZW1XUl9oRFRjTHkyTTFvMThjc2RUb2NMd0ZVeU5hMktmSVBsYTVxT0pGUm1CRWsybDRrZ0J1R1BjYkFMd3JEX2FuZWNudUlTd194X1lWX0c1YnRsT2wtN0ZZQlAxdkF3QWxHelROakdJWFFiLU1TNFk4ZEo3VGtNbFhqUHp2eEh3Nm9sbTYwbGpBRQ?oc=5,"""Silicon Valley Bank"" collapse after:2023-03-06 before:2023-03-16",2023-03-14,0.0
SVB,Silicon Valley Bank collapse explained in graphics - USA Today,USA Today,https://news.google.com/rss/articles/CBMiowFBVV95cUxPWFdrXzUzSFhwNUNES2ptVS05ajdET3hrTEczTEROdjdSNkNKeUVuYmNBREF2VmZtcS1rRU9VMmgxTlg0bFE2S256NFRpYk9kaDFmbjhnS2szQnV2VG1USEpiTnJDNF9XWVRycUEzWVk2QkpFRXhocXNVOWtEcXVUcWhZR1htMHItd25majlUS0pfdWREWEtlTFZEOWwxemZFVHRR?oc=5,"""Silicon Valley Bank"" collapse after:2023-03-06 before:2023-03-16",2023-03-14,-0.4902549386024475
SVB,Silicon Valley Bank marketed itself as a climate tech-friendly bank. How will its collapse impact the industry? - ABC News,ABC News,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOMnpXWVpiMS1TRTkyWlk0aFFXUV9yUlNMRVhZZTJvVlc4am4xZHEtVVBzeEY1dmZDNDd1OVBTZmRRSlVVN0g1T0JZMDRvemFzZmtMaTF6azR3Y3hGeTloOG1hUHZtUk9Wb0tTbDdLU1J1cHVQWVI5VXpnOFFpTTd2aVM5cTdDd2VXcThxNDh2b29WS2FhMHcxZXhXQWY2WTdyZlhvUE5aVHfSAa4BQVVfeXFMT2RnUWg2bGU4VXluWjJXTkh5NFA3enRMR0ZIYTRaemUyVXZsMjdiTGotMDlFRzhNU2xmY1FkZUo0VS13N0Y1ckpEVTgta1hWYWpmanJzQTU3TERtbEIxMUVpYk1Lcjd1ZFloZzBXbUdVWEx3aGVqc3ZvQW1BamFWUnVjNkJjMGtVeFlfdWRMQzUxZ1R4R1QwQmo1eXRraUV4eC1FUElLaGJxSktsVEJ3?oc=5,"""Silicon Valley Bank"" collapse after:2023-03-06 before:2023-03-16",2023-03-14,0.0
SVB,Silicon Valley Bank's fatal communications flaw - Axios,Axios,https://news.google.com/rss/articles/CBMiggFBVV95cUxNemNPN01LWnpSclZfa2t5SjJ3c2szTWVCT2FoN2U0S0N4ZjBXZm5lejI2Qm0wYmp1TGhCWkZURTQ0cnFmYjBBRGFJcXlGTWt1ZHFkZWZ6VnIyOUh6dGo0bXBLQy1LYklaV0pDUS1ramR3dWU1U3huUWc2X2FsS004QkNR?oc=5,"""Silicon Valley Bank"" collapse after:2023-03-06 before:2023-03-16",2023-03-14,-0.8431798815727234
SVB,Communications Lessons From Silicon Valley Bank’s Crisis - Forbes,Forbes,https://news.google.com/rss/articles/CBMirAFBVV95cUxQUlZDdW5yMVlNeXh6a2FxMmNYQkVwY3ZoNndHX3ZjejlCMWJIaF9DMnB0ckVXNGpOazJwQXJkWTVXZGNzUHVUdHdyQkVQdXdmZFBCUHRWZXhrMzlvM2JCRGNMR2M0bDFjTk5XNktxMDNnSk44YjZMeC12aUtLNlR2bllKNzkwU0F5SWlRenA1NnRUeXVNZnBBc04tNzU3VDdtTUZaM21NNUlVWmEt?oc=5,"""Silicon Valley Bank"" collapse after:2023-03-06 before:2023-03-16",2023-03-14,-0.6507371068000793
